,date,1. open,2. high,3. low,4. close,5. volume,Date,Time
210,2019-04-30 09:30:00,203.0,203.4,200.33,200.9029,9386282.0,2019-04-30,09:30:00
211,2019-04-30 10:30:00,200.91,201.32,199.11,199.68,6823442.0,2019-04-30,10:30:00
212,2019-04-30 11:30:00,199.68,200.87,199.68,200.8261,3665073.0,2019-04-30,11:30:00
213,2019-04-30 12:30:00,200.82,200.96,200.17,200.5765,3688618.0,2019-04-30,12:30:00
214,2019-04-30 13:30:00,200.5794,201.5,200.4639,201.355,3505146.0,2019-04-30,13:30:00
215,2019-04-30 14:30:00,201.36,201.485,200.76,200.76,4072995.0,2019-04-30,14:30:00
216,2019-04-30 15:30:00,200.765,201.0,200.5,200.57,5050361.0,2019-04-30,15:30:00
217,2019-05-01 09:30:00,209.88,212.89,209.23,212.65,0.0,2019-05-01,09:30:00
218,2019-05-01 10:30:00,212.64,214.92,212.4,214.42,8832846.0,2019-05-01,10:30:00
219,2019-05-01 11:30:00,214.44,215.31,213.68,214.11,7579814.0,2019-05-01,11:30:00
220,2019-05-01 12:30:00,214.11,214.68,213.26,214.1301,4791197.0,2019-05-01,12:30:00
221,2019-05-01 13:30:00,214.13,215.1,213.73,214.83,4390643.0,2019-05-01,13:30:00
222,2019-05-01 14:30:00,214.83,214.92,213.43,213.7442,5739146.0,2019-05-01,14:30:00
223,2019-05-01 15:30:00,213.74,213.74,210.45,210.52,8399236.0,2019-05-01,15:30:00
224,2019-05-02 09:30:00,209.84,212.65,209.5,211.4,0.0,2019-05-02,09:30:00
225,2019-05-02 10:30:00,211.4,212.0903,209.77,209.81,4462460.0,2019-05-02,10:30:00
226,2019-05-02 11:30:00,209.81,210.49,208.13,209.15,4798361.0,2019-05-02,11:30:00
227,2019-05-02 12:30:00,209.16,209.96,208.41,209.615,2932747.0,2019-05-02,12:30:00
228,2019-05-02 13:30:00,209.63,210.29,209.48,209.6,2328221.0,2019-05-02,13:30:00
229,2019-05-02 14:30:00,209.61,209.9,208.97,209.7199,2370134.0,2019-05-02,14:30:00
230,2019-05-02 15:30:00,209.7,209.7,208.67,208.93,2093350.0,2019-05-02,15:30:00
231,2019-05-03 09:30:00,210.73,211.46,210.23,210.7225,6068481.0,2019-05-03,09:30:00
232,2019-05-03 10:30:00,210.75,211.09,210.56,210.94,2864869.0,2019-05-03,10:30:00
233,2019-05-03 11:30:00,210.94,211.35,210.75,211.19,2053670.0,2019-05-03,11:30:00
234,2019-05-03 12:30:00,211.19,211.52,210.83,211.449,1671251.0,2019-05-03,12:30:00
235,2019-05-03 13:30:00,211.45,211.7,211.09,211.3145,1590864.0,2019-05-03,13:30:00
236,2019-05-03 14:30:00,211.31,211.4415,210.98,211.1851,1430337.0,2019-05-03,14:30:00
237,2019-05-03 15:30:00,211.18,211.81,211.08,211.78,2714488.0,2019-05-03,15:30:00
238,2019-05-06 09:30:00,204.25,208.71,203.5,207.5849,0.0,2019-05-06,09:30:00
239,2019-05-06 10:30:00,207.58,208.25,206.8,208.21200000000002,4703440.0,2019-05-06,10:30:00
240,2019-05-06 11:30:00,208.2245,208.35,206.8448,206.9298,2893877.0,2019-05-06,11:30:00
241,2019-05-06 12:30:00,206.93,207.43,206.53,207.415,2527680.0,2019-05-06,12:30:00
242,2019-05-06 13:30:00,207.44,207.95,207.32,207.87,1811018.0,2019-05-06,13:30:00
243,2019-05-06 14:30:00,207.86,208.84,207.84900000000002,208.541,3144783.0,2019-05-06,14:30:00
244,2019-05-06 15:30:00,208.56,208.75,208.32,208.6,2154620.0,2019-05-06,15:30:00
245,2019-05-07 09:30:00,205.88,207.4175,204.71,205.77,7988190.0,2019-05-07,09:30:00
246,2019-05-07 10:30:00,205.76,205.87,203.79,204.225,4808848.0,2019-05-07,10:30:00
247,2019-05-07 11:30:00,204.23,204.87,203.53,204.78,3619044.0,2019-05-07,11:30:00
248,2019-05-07 12:30:00,204.7861,204.96,201.8,202.55,3765725.0,2019-05-07,12:30:00
249,2019-05-07 13:30:00,202.58,202.81,201.47,201.94,4653264.0,2019-05-07,13:30:00
250,2019-05-07 14:30:00,201.92,202.24,200.85,201.62,5329808.0,2019-05-07,14:30:00
251,2019-05-07 15:30:00,201.61,202.97,200.825,202.9,4686961.0,2019-05-07,15:30:00
252,2019-05-08 09:30:00,202.0,204.98,201.75,203.5,7641494.0,2019-05-08,09:30:00
253,2019-05-08 10:30:00,203.51,205.33,202.97,204.73,4480807.0,2019-05-08,10:30:00
254,2019-05-08 11:30:00,204.75,204.95,203.01,203.25,3080852.0,2019-05-08,11:30:00
255,2019-05-08 12:30:00,203.27,204.52,203.03,204.1665,1974335.0,2019-05-08,12:30:00
256,2019-05-08 13:30:00,204.18,204.45,203.96,204.2743,1314437.0,2019-05-08,13:30:00
257,2019-05-08 14:30:00,204.2707,204.85,204.16,204.75,1634546.0,2019-05-08,14:30:00
258,2019-05-08 15:30:00,204.765,204.81,202.54,202.9,2748240.0,2019-05-08,15:30:00
259,2019-05-09 09:30:00,200.4,200.83,197.15,197.31,11675442.0,2019-05-09,09:30:00
260,2019-05-09 10:30:00,197.31,198.44,196.9,197.28,4556481.0,2019-05-09,10:30:00
261,2019-05-09 11:30:00,197.2852,199.24,197.18,198.95,3735748.0,2019-05-09,11:30:00
262,2019-05-09 12:30:00,198.95,201.41,198.95,200.51,4774595.0,2019-05-09,12:30:00
263,2019-05-09 13:30:00,200.49,201.68,200.4,201.19,2613842.0,2019-05-09,13:30:00
264,2019-05-09 14:30:00,201.19,201.51,199.05,200.27,3165266.0,2019-05-09,14:30:00
265,2019-05-09 15:30:00,200.27,200.9,199.93,200.67,2547139.0,2019-05-09,15:30:00
266,2019-05-10 09:30:00,197.419,198.85,195.43,195.58,8709454.0,2019-05-10,09:30:00
267,2019-05-10 10:30:00,195.55,195.69,192.77,193.85,8682503.0,2019-05-10,10:30:00
268,2019-05-10 11:30:00,193.87,195.77,193.07,195.46,4764488.0,2019-05-10,11:30:00
269,2019-05-10 12:30:00,195.44,196.92,195.03,196.11,3641291.0,2019-05-10,12:30:00
270,2019-05-10 13:30:00,196.11700000000002,197.0167,195.425,195.75,3606545.0,2019-05-10,13:30:00
271,2019-05-10 14:30:00,195.79,198.55,195.69,198.34,3827574.0,2019-05-10,14:30:00
272,2019-05-10 15:30:00,198.33,198.35,196.4394,197.3,3816474.0,2019-05-10,15:30:00
273,2019-05-13 09:30:00,187.71,189.48,185.7,187.1642,19332487.0,2019-05-13,09:30:00
274,2019-05-13 10:30:00,187.17,188.5,186.5001,187.2,6350368.0,2019-05-13,10:30:00
275,2019-05-13 11:30:00,187.18,187.50099999999998,186.1601,186.585,4536523.0,2019-05-13,11:30:00
276,2019-05-13 12:30:00,186.58,186.84,185.08,185.39,5015671.0,2019-05-13,12:30:00
277,2019-05-13 13:30:00,185.37,187.52,185.27,187.0393,5537793.0,2019-05-13,13:30:00
278,2019-05-13 14:30:00,187.07,187.45,185.5,185.5,5005065.0,2019-05-13,14:30:00
279,2019-05-13 15:30:00,185.49,185.88,182.85,185.72,6246557.0,2019-05-13,15:30:00
280,2019-05-14 09:30:00,186.41,187.6768,185.41,187.12,10295803.0,2019-05-14,09:30:00
281,2019-05-14 10:30:00,187.125,187.95,186.16,187.72,5116189.0,2019-05-14,10:30:00
282,2019-05-14 11:30:00,187.69,189.02,187.62,188.233,4435027.0,2019-05-14,11:30:00
283,2019-05-14 12:30:00,188.29,189.4869,188.28,189.28,3071725.0,2019-05-14,12:30:00
284,2019-05-14 13:30:00,189.28,189.7,188.87,189.45,2993134.0,2019-05-14,13:30:00
285,2019-05-14 14:30:00,189.44,189.63,188.69,189.47,3109373.0,2019-05-14,14:30:00
286,2019-05-14 15:30:00,189.46,189.51,188.52,188.65,3239495.0,2019-05-14,15:30:00
287,2019-05-15 09:30:00,186.28,189.3,186.02,189.15,7163330.0,2019-05-15,09:30:00
288,2019-05-15 10:30:00,189.12,190.38,188.9,190.2537,4594910.0,2019-05-15,10:30:00
289,2019-05-15 11:30:00,190.25,190.76,189.93,190.3363,2638785.0,2019-05-15,11:30:00
290,2019-05-15 12:30:00,190.3618,190.6,189.92,190.5481,2114315.0,2019-05-15,12:30:00
291,2019-05-15 13:30:00,190.56,191.55,190.56,191.4,2181700.0,2019-05-15,13:30:00
292,2019-05-15 14:30:00,191.405,191.64,190.935,191.56,2487741.0,2019-05-15,14:30:00
293,2019-05-15 15:30:00,191.56,191.75,190.78,190.92,2985943.0,2019-05-15,15:30:00
294,2019-05-16 09:30:00,189.91,190.47,188.84,190.4698,8413514.0,2019-05-16,09:30:00
295,2019-05-16 10:30:00,190.46,191.55,190.22,191.03,4183056.0,2019-05-16,10:30:00
296,2019-05-16 11:30:00,191.03,192.385,190.95,192.2201,2637931.0,2019-05-16,11:30:00
297,2019-05-16 12:30:00,192.25,192.4689,191.1,191.32,2644162.0,2019-05-16,12:30:00
298,2019-05-16 13:30:00,191.33,191.33,190.23,190.81,4306717.0,2019-05-16,13:30:00
299,2019-05-16 14:30:00,190.79,190.98,189.79,189.79,3289279.0,2019-05-16,14:30:00
300,2019-05-16 15:30:00,189.78,190.05,189.21,190.0,3393424.0,2019-05-16,15:30:00
301,2019-05-17 09:30:00,186.76,189.33,186.76,189.24,8443253.0,2019-05-17,09:30:00
302,2019-05-17 10:30:00,189.25,190.9,188.7,189.965,4236749.0,2019-05-17,10:30:00
303,2019-05-17 11:30:00,189.96,190.03,188.57,189.33,3079322.0,2019-05-17,11:30:00
304,2019-05-17 12:30:00,189.33,190.22,189.13,189.65,2237061.0,2019-05-17,12:30:00
305,2019-05-17 13:30:00,189.66,190.2,189.35,189.715,2497555.0,2019-05-17,13:30:00
306,2019-05-17 14:30:00,189.72,189.98,188.0,189.0,4103528.0,2019-05-17,14:30:00
307,2019-05-17 15:30:00,188.9926,189.39,188.55,188.98,4712597.0,2019-05-17,15:30:00
308,2019-05-20 09:30:00,183.59,183.99,180.2839,183.65099999999998,14398510.0,2019-05-20,09:30:00
309,2019-05-20 10:30:00,183.68900000000002,184.34900000000002,182.25,182.75,4925092.0,2019-05-20,10:30:00
310,2019-05-20 11:30:00,182.76,183.42,182.33,182.8301,3371150.0,2019-05-20,11:30:00
311,2019-05-20 12:30:00,182.85,183.2,182.2,182.6973,2322724.0,2019-05-20,12:30:00
312,2019-05-20 13:30:00,182.674,183.07,182.21,182.4301,2306818.0,2019-05-20,13:30:00
313,2019-05-20 14:30:00,182.42,182.86,181.7484,182.84,3911123.0,2019-05-20,14:30:00
314,2019-05-20 15:30:00,182.84,183.25,180.37,183.07,3214366.0,2019-05-20,15:30:00
315,2019-05-21 09:30:00,185.38,186.5,185.17,186.4673,7673966.0,2019-05-21,09:30:00
316,2019-05-21 10:30:00,186.47,187.85,186.47,187.5777,4367344.0,2019-05-21,10:30:00
317,2019-05-21 11:30:00,187.58,187.77,186.67,187.48,2951665.0,2019-05-21,11:30:00
318,2019-05-21 12:30:00,187.49,187.5,186.97,187.2962,1748373.0,2019-05-21,12:30:00
319,2019-05-21 13:30:00,187.29,187.96,187.195,187.9,1801689.0,2019-05-21,13:30:00
320,2019-05-21 14:30:00,187.86,188.0,186.88,187.1,2379009.0,2019-05-21,14:30:00
321,2019-05-21 15:30:00,187.09,187.41,186.35,186.59,3421756.0,2019-05-21,15:30:00
322,2019-05-22 09:30:00,184.66,185.71,184.3801,184.67,7279757.0,2019-05-22,09:30:00
323,2019-05-22 10:30:00,184.64,184.8,182.55,184.24,5662592.0,2019-05-22,10:30:00
324,2019-05-22 11:30:00,184.25,184.41,183.0,183.4,2908297.0,2019-05-22,11:30:00
325,2019-05-22 12:30:00,183.3704,183.48,182.96,183.11,2620001.0,2019-05-22,12:30:00
326,2019-05-22 13:30:00,183.1,183.43,182.74,183.205,2833031.0,2019-05-22,13:30:00
327,2019-05-22 14:30:00,183.2,183.85,182.74,182.83,3235243.0,2019-05-22,14:30:00
328,2019-05-22 15:30:00,182.83,183.225,182.65,182.79,2680484.0,2019-05-22,15:30:00
329,2019-05-23 09:30:00,179.8,180.2567,177.81,179.16,11928720.0,2019-05-23,09:30:00
330,2019-05-23 10:30:00,179.15,180.54,179.01,180.19,4328111.0,2019-05-23,10:30:00
331,2019-05-23 11:30:00,180.2,180.29,178.29,178.52,3800328.0,2019-05-23,11:30:00
332,2019-05-23 12:30:00,178.52,179.76,178.37,179.44,3307971.0,2019-05-23,12:30:00
333,2019-05-23 13:30:00,179.43,179.8769,178.865,179.2897,2264472.0,2019-05-23,13:30:00
334,2019-05-23 14:30:00,179.28,180.23,178.46,179.84,3361413.0,2019-05-23,14:30:00
335,2019-05-23 15:30:00,179.82,180.18,179.04,179.7267,2796368.0,2019-05-23,15:30:00
336,2019-05-24 09:30:00,180.2,182.14,180.13,180.58,7120784.0,2019-05-24,09:30:00
337,2019-05-24 10:30:00,180.59,180.86,179.65,179.99,2967391.0,2019-05-24,10:30:00
338,2019-05-24 11:30:00,180.0,180.2733,179.72,180.25,2218170.0,2019-05-24,11:30:00
339,2019-05-24 12:30:00,180.25,180.53,179.83,179.87,1739957.0,2019-05-24,12:30:00
340,2019-05-24 13:30:00,179.87,180.18,179.12,179.28,2471946.0,2019-05-24,13:30:00
341,2019-05-24 14:30:00,179.3,179.7589,179.2,179.74,2054027.0,2019-05-24,14:30:00
342,2019-05-24 15:30:00,179.73,179.73,178.65,178.67,3063597.0,2019-05-24,15:30:00
343,2019-05-28 09:30:00,178.92,180.59,177.91,178.695,6944403.0,2019-05-28,09:30:00
344,2019-05-28 10:30:00,178.69,179.26,178.1,178.4552,3243879.0,2019-05-28,10:30:00
345,2019-05-28 11:30:00,178.45,179.43,178.3,179.1634,2336085.0,2019-05-28,11:30:00
346,2019-05-28 12:30:00,179.17,179.33,178.56,178.71,1572161.0,2019-05-28,12:30:00
347,2019-05-28 13:30:00,178.71,179.29,178.67,179.14,2106682.0,2019-05-28,13:30:00
348,2019-05-28 14:30:00,179.14,179.53,178.73,178.92,2973909.0,2019-05-28,14:30:00
349,2019-05-28 15:30:00,178.92,179.15,178.09,178.17,3787814.0,2019-05-28,15:30:00
350,2019-05-29 09:30:00,176.42,179.29,176.0,179.2401,7592484.0,2019-05-29,09:30:00
351,2019-05-29 10:30:00,179.26,179.35,176.88,177.06,4678910.0,2019-05-29,10:30:00
352,2019-05-29 11:30:00,177.04,177.83,176.37,177.47,3792902.0,2019-05-29,11:30:00
353,2019-05-29 12:30:00,177.47,178.3399,177.35,178.14,2398688.0,2019-05-29,12:30:00
354,2019-05-29 13:30:00,178.12,178.52,177.43,177.9031,2298161.0,2019-05-29,13:30:00
355,2019-05-29 14:30:00,177.89,177.89,176.78,177.5,2796225.0,2019-05-29,14:30:00
356,2019-05-29 15:30:00,177.49,177.95,177.06,177.35,3135475.0,2019-05-29,15:30:00
357,2019-05-30 09:30:00,177.95,179.23,177.64,178.4542,5722051.0,2019-05-30,09:30:00
358,2019-05-30 10:30:00,178.45,178.85,177.64,177.89,3002254.0,2019-05-30,10:30:00
359,2019-05-30 11:30:00,177.89,178.1364,177.14,177.3217,2246949.0,2019-05-30,11:30:00
360,2019-05-30 12:30:00,177.32,177.9,177.18,177.46,1705314.0,2019-05-30,12:30:00
361,2019-05-30 13:30:00,177.49,177.79,177.01,177.12,1852492.0,2019-05-30,13:30:00
362,2019-05-30 14:30:00,177.12,177.7847,176.67,177.6461,2865290.0,2019-05-30,14:30:00
363,2019-05-30 15:30:00,177.64,178.47,177.435,178.25,2553866.0,2019-05-30,15:30:00
364,2019-05-31 09:30:00,176.15,177.99,175.85,177.6769,6131777.0,2019-05-31,09:30:00
365,2019-05-31 10:30:00,177.68,177.9,176.98,177.59,2827262.0,2019-05-31,10:30:00
366,2019-05-31 11:30:00,177.61,177.67,176.68,176.73,2657851.0,2019-05-31,11:30:00
367,2019-05-31 12:30:00,176.73,177.38,176.53,177.37,1758249.0,2019-05-31,12:30:00
368,2019-05-31 13:30:00,177.33,177.56,176.41,176.4346,2320734.0,2019-05-31,13:30:00
369,2019-05-31 14:30:00,176.44,176.4599,175.22,175.515,4183206.0,2019-05-31,14:30:00
370,2019-05-31 15:30:00,175.5013,175.71,175.0,175.0,3435165.0,2019-05-31,15:30:00
371,2019-06-03 09:30:00,175.5377,177.92,175.51,176.59,7741466.0,2019-06-03,09:30:00
372,2019-06-03 10:30:00,176.63,177.46,176.0,177.24,3225948.0,2019-06-03,10:30:00
373,2019-06-03 11:30:00,177.24,177.4299,175.18,175.5,3269118.0,2019-06-03,11:30:00
374,2019-06-03 12:30:00,175.51,177.155,172.2,173.905,4871942.0,2019-06-03,12:30:00
375,2019-06-03 13:30:00,173.89,174.2,170.27,173.1,9357446.0,2019-06-03,13:30:00
376,2019-06-03 14:30:00,173.095,173.5,171.67,171.89,4427249.0,2019-06-03,14:30:00
377,2019-06-03 15:30:00,171.88,173.59,171.5,173.28,4352341.0,2019-06-03,15:30:00
378,2019-06-04 09:30:00,175.43,177.43,174.52,177.43,0.0,2019-06-04,09:30:00
379,2019-06-04 10:30:00,177.4195,179.75,177.37,179.6545,5243171.0,2019-06-04,10:30:00
380,2019-06-04 11:30:00,179.66,179.7257,177.97,178.1676,3809341.0,2019-06-04,11:30:00
381,2019-06-04 12:30:00,178.17,178.8,177.92,178.56,2648911.0,2019-06-04,12:30:00
382,2019-06-04 13:30:00,178.56,179.61,178.48,178.79,2727100.0,2019-06-04,13:30:00
383,2019-06-04 14:30:00,178.79,179.76,178.7,179.62,2386277.0,2019-06-04,14:30:00
384,2019-06-04 15:30:00,179.62,179.83,179.19,179.67,2962378.0,2019-06-04,15:30:00
385,2019-06-05 09:30:00,184.28,184.99,182.3,182.44,10193195.0,2019-06-05,09:30:00
386,2019-06-05 10:30:00,182.44,183.2125,181.14,183.02,4771865.0,2019-06-05,10:30:00
387,2019-06-05 11:30:00,183.03,183.51,181.97,182.42,3100360.0,2019-06-05,11:30:00
388,2019-06-05 12:30:00,182.39,182.71,181.9,182.41,1886073.0,2019-06-05,12:30:00
389,2019-06-05 13:30:00,182.42,182.66,181.96,182.5,1649801.0,2019-06-05,13:30:00
390,2019-06-05 14:30:00,182.4962,182.6817,181.98,182.39,1931946.0,2019-06-05,14:30:00
391,2019-06-05 15:30:00,182.39,182.92,181.58,182.54,2692951.0,2019-06-05,15:30:00
392,2019-06-06 09:30:00,183.0,183.9,182.2,182.4,3887040.0,2019-06-06,09:30:00
393,2019-06-06 10:30:00,182.41,183.78,182.1489,183.757,2721836.0,2019-06-06,10:30:00
394,2019-06-06 11:30:00,183.77,183.87,183.0,183.15,2698452.0,2019-06-06,11:30:00
395,2019-06-06 12:30:00,183.14,183.52,183.08,183.47,1104954.0,2019-06-06,12:30:00
396,2019-06-06 13:30:00,183.46,183.6494,183.2,183.29,1059765.0,2019-06-06,13:30:00
397,2019-06-06 14:30:00,183.29,184.95,183.15,184.87,3310903.0,2019-06-06,14:30:00
398,2019-06-06 15:30:00,184.87,185.47,184.79,185.23,3734024.0,2019-06-06,15:30:00
399,2019-06-07 09:30:00,186.51,190.12,185.77,189.9,7728921.0,2019-06-07,09:30:00
400,2019-06-07 10:30:00,189.8911,191.92,189.88,190.525,6578248.0,2019-06-07,10:30:00
401,2019-06-07 11:30:00,190.53,191.0,190.06,190.47,3074342.0,2019-06-07,11:30:00
402,2019-06-07 12:30:00,190.47,190.56,189.97,190.17,2313413.0,2019-06-07,12:30:00
403,2019-06-07 13:30:00,190.1742,190.51,190.12,190.2,1934415.0,2019-06-07,13:30:00
404,2019-06-07 14:30:00,190.19,190.44,189.79,190.165,2525568.0,2019-06-07,14:30:00
405,2019-06-07 15:30:00,190.16,190.24,189.89,190.14,3683585.0,2019-06-07,15:30:00
406,2019-06-10 09:30:00,191.81,194.03,191.62,193.83,0.0,2019-06-10,09:30:00
407,2019-06-10 10:30:00,193.8177,194.38,193.02,194.23,3705675.0,2019-06-10,10:30:00
408,2019-06-10 11:30:00,194.23,195.37,194.13,194.29,3788389.0,2019-06-10,11:30:00
409,2019-06-10 12:30:00,194.29,194.37,193.28,193.3,2218288.0,2019-06-10,12:30:00
410,2019-06-10 13:30:00,193.2935,193.5,192.04,192.7,2440752.0,2019-06-10,13:30:00
411,2019-06-10 14:30:00,192.71,193.44,192.59,192.97299999999998,2322272.0,2019-06-10,14:30:00
412,2019-06-10 15:30:00,192.98,193.65,192.46,192.5,2327810.0,2019-06-10,15:30:00
413,2019-06-11 09:30:00,194.86,195.9572,193.91,195.9572,6846809.0,2019-06-11,09:30:00
414,2019-06-11 10:30:00,195.955,196.0,194.0,194.87,4243499.0,2019-06-11,10:30:00
415,2019-06-11 11:30:00,194.88,195.1393,193.7,193.86,2713543.0,2019-06-11,11:30:00
416,2019-06-11 12:30:00,193.87,194.29,193.6,193.89,1968562.0,2019-06-11,12:30:00
417,2019-06-11 13:30:00,193.89,194.82,193.72,194.255,1774431.0,2019-06-11,13:30:00
418,2019-06-11 14:30:00,194.26,194.87,193.89,194.87,2877988.0,2019-06-11,14:30:00
419,2019-06-11 15:30:00,194.86,195.16,194.66,194.81,2373316.0,2019-06-11,15:30:00
